audio_path,species,duration_s,has_annotation
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062300.wav,sb,42.48090702947846,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062343.wav,sb,38.33614512471655,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062423.wav,sb,42.6550566893424,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062504.wav,sb,21.687437641723356,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062628.wav,sb,40.4259410430839,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062706.wav,sb,33.55283446712018,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240818_062748.wav,sb,45.2324716553288,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_143826.wav,sb,28.212244897959184,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_143853.wav,sb,28.93206349206349,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_143921.wav,sb,22.267936507936508,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_144108.wav,sb,37.50022675736962,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_144208.wav,sb,32.48471655328798,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_144618.wav,sb,38.81215419501134,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_144656.wav,sb,22.244716553287983,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_144720.wav,sb,27.028027210884353,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_144950.wav,sb,22.511746031746032,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_145303.wav,sb,39.021133786848075,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_145345.wav,sb,25.774149659863944,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_145427.wav,sb,21.13015873015873,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240823_145454.wav,sb,10.077460317460318,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240826_092839.wav,sb,29.071383219954647,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240826_093354.wav,sb,26.993197278911566,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240827_094220.wav,sb,19.957551020408165,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240827_094515.wav,sb,19.922721088435374,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240827_094658.wav,sb,40.41433106575964,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_102839.wav,sb,35.03891156462585,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103107.wav,sb,43.58385487528345,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103151.wav,sb,40.89034013605442,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103244.wav,sb,40.30984126984127,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103321.wav,sb,31.63718820861678,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103403.wav,sb,56.505759637188206,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103508.wav,sb,54.35791383219954,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240902_103626.wav,sb,39.21850340136054,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240916_083848.wav,sb,20.990839002267574,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240916_083936.wav,sb,20.06204081632653,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20240916_084005.wav,sb,24.079092970521543,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20241030_083015.wav,sb,18.22766439909297,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20241030_083124.wav,sb,25.913469387755104,True
/home/fcandia/tesis-primate/data/raw/bolivian_squirrel_monkey__SB/20241030_083555.wav,sb,14.489251700680272,True
